Player_Name,Age,Height,Weight,Forward,Goalkeeper,Midfielder,Attaking_Midfielder,Center,Defender,Appearances,Substitute(Appearances),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Rating
Mats Wieffer ,23,0.64,0.618181818,0,0,1,0,1,1,18,7,1670,1,5,5,0,0.9,83.4,2.5,2,7.12
Sebastian Szymanski ,24,0.36,0.290909091,0,0,1,1,1,0,24,5,1975,9,4,3,0,2,76.6,0.3,1,7.12
Oussama Idrissi ,27,0.54,0.618181818,0,0,1,1,0,0,17,10,1432,4,6,5,0,1.4,85,0.2,1,7.02
Lutsharel Geertruida ,22,0.56,0.454545455,0,0,1,0,1,1,29,1,2573,3,2,1,0,0.9,90.6,0.7,1,7.02
Quilindschy Hartman ,21,0.54,0.563636364,0,0,0,0,0,1,21,2,1674,2,4,5,0,0.5,79.7,1.7,1,7.01
Gernot Trauner ,31,0.54,0.690909091,0,0,0,0,1,1,18,1,1606,0,0,4,0,0.6,89.3,2.5,1,6.97
Quinten Timber ,22,0.46,0.490909091,0,0,1,0,1,0,19,5,1645,2,3,2,0,1,86.1,0.3,1,6.92
Javairo Dilrosun ,25,0.38,0.545454545,0,0,1,1,1,0,23,8,1890,5,5,1,0,1.7,84.2,0.3,1,6.92
Alireza Jahanbakhsh ,29,0.5,0.6,0,0,1,1,1,0,12,16,1217,5,7,2,0,1.9,73.9,0.9,2,6.92
Igor Paixao ,23,0.24,0.381818182,0,0,1,1,0,0,15,13,1265,7,5,2,0,1.2,78.8,0.9,4,6.9
Santiago Gimenez ,22,0.52,0.454545455,1,0,0,0,0,0,21,11,1925,15,2,3,0,2.7,70.2,1,3,6.89
Justin Bijlow ,25,0.64,0.581818182,0,1,0,0,0,0,25,0,2250,0,0,1,0,0,77.6,0.1,1,6.87
Jacob Rasmussen ,26,0.74,0.672727273,0,0,1,0,1,1,8,2,663,1,1,0,0,0.2,88.3,2,0,6.79
Patrik Walemark ,21,0.56,0.563636364,0,0,1,1,0,0,4,11,588,2,2,1,0,1.7,76.8,0.3,0,6.76
Marcus Pedersen ,22,0.44,0.581818182,0,0,0,0,0,1,25,4,2122,1,2,3,0,0.7,84.3,0.1,0,6.72
Marcos Lopez ,23,0.4,0.436363636,0,0,0,0,0,1,6,13,792,0,1,1,0,0.4,84.4,1.3,0,6.65
Danilo ,24,0.36,0.436363636,1,0,0,0,0,0,14,20,1337,10,3,0,0,1.9,76.1,0.6,4,6.63
Jens Toornstra ,34,0.44,0.545454545,0,0,1,0,1,0,0,3,75,0,1,0,0,0.7,81.6,0,0,6.53
Timon Wellenreuther ,27,0.64,0.654545455,0,1,0,0,0,0,9,0,810,0,0,0,0,0,80.3,0.1,0,6.51
Mimeirhel Benita ,19,0.34,0.563636364,0,0,0,0,0,1,0,2,51,0,0,0,0,0,73.3,0.5,0,6.41
Neraysho Kasanwirjo ,21,0.58,0.436363636,0,0,1,0,1,1,1,4,141,0,0,0,0,0.4,89.2,0.4,0,6.36
Ezequiel Bullaude ,22,0.56,0.490909091,1,0,1,1,1,0,0,9,145,0,1,0,0,0.8,90.3,0.4,0,6.26
Mohamed Taabouni ,21,0.44,0.436363636,0,0,1,0,0,0,0,5,97,0,0,0,0,0.4,83.1,0,0,6.22
Fredrik Bjorkan ,24,0.48,0.545454545,0,0,0,0,0,1,1,0,69,0,0,0,0,1,79.5,0,0,6.22
Antoni Milambo ,18,0.46,0.563636364,0,0,1,0,0,0,0,3,17,0,0,0,0,0.3,83.3,0,0,6.05
Cole Bassett ,21,0.48,0.436363636,0,0,1,0,1,0,0,1,6,0,0,0,0,1,100,0,0,6.02
Noah Naujoks ,21,0.54,0.563636364,0,0,1,0,0,0,0,2,16,0,0,0,0,0,75,0,0,6.01
Paulo Dybala ,29,0.42,0.563636364,1,0,1,1,1,0,22,4,1752,12,6,5,0,2.5,82.3,0.2,6,7.2
Lorenzo Pellegrini ,27,0.6,0.6,0,0,1,0,1,0,29,3,2558,4,5,5,0,2,80.1,0.4,5,7.09
Chris Smalling ,33,0.76,0.672727273,0,0,0,0,1,1,31,1,2808,3,1,7,0,0.5,87.5,2.3,2,6.91
Ibanez ,24,0.58,0.527272727,0,0,0,0,1,1,32,1,2797,3,0,9,1,0.9,88,1.8,1,6.87
Bryan Cristante ,28,0.6,0.654545455,0,0,1,0,1,1,34,2,2945,1,1,8,1,0.8,82.8,2.1,3,6.81
Stephan El Shaarawy ,30,0.44,0.509090909,1,0,1,0,1,0,14,15,1523,7,2,3,0,1.4,80.5,0.6,2,6.79
Tammy Abraham ,25,0.68,0.654545455,1,0,0,0,0,0,24,14,2199,8,3,2,0,1.6,68.3,2.1,2,6.75
Gianluca Mancini ,27,0.68,0.6,0,0,1,0,1,1,33,2,2867,1,2,7,0,0.6,82.1,1.7,0,6.67
Nemanja Matic ,34,0.76,0.745454545,0,0,1,0,1,1,16,19,1839,2,2,5,0,0.3,86.7,0.6,0,6.65
Georginio Wijnaldum ,32,0.38,0.454545455,0,0,1,0,1,0,10,4,768,2,0,0,0,1.4,83.9,0.9,0,6.6
Nicola Zalewski ,21,0.16,0.436363636,0,0,1,0,0,0,26,7,2210,2,1,3,0,0.9,79.1,0.1,1,6.59
Diego Llorente ,29,0.6,0.563636364,0,0,1,0,1,1,5,4,574,0,0,0,0,0.4,88.6,1.3,0,6.58
Mile Svilar ,23,0.66,0.6,0,1,0,0,0,0,3,0,270,0,0,1,0,0,56.3,0,0,6.56
Cristian Volpato ,19,0.62,0.563636364,0,0,1,0,0,0,2,5,224,1,1,0,0,0.6,82.1,0.1,1,6.55
Leonardo Spinazzola ,30,0.6,0.563636364,0,0,1,0,0,1,18,8,1656,1,4,3,0,0.4,77.1,0.3,2,6.55
Zeki Celik ,26,0.48,0.618181818,0,0,1,0,0,1,16,8,1503,0,1,5,1,0.2,76.4,0.5,0,6.48
Rui Patricio ,35,0.68,0.727272727,0,1,0,0,0,0,35,0,3150,0,0,1,0,0,72.9,0.1,0,6.45
Mady Camara ,26,0.58,0.563636364,0,0,1,0,1,0,8,7,699,0,0,3,0,0.7,79.4,1,0,6.34
Rick Karsdorp ,28,0.56,0.654545455,0,0,1,0,0,1,8,5,713,0,0,0,0,0.2,77,0.4,0,6.34
Edoardo Bove ,21,0.46,0.563636364,0,0,1,0,1,0,10,12,990,1,0,2,0,0.3,77.4,0.6,0,6.34
Matias Vina ,25,0.38,0.472727273,0,0,1,0,0,1,1,2,55,0,0,0,0,0,77.8,0.3,0,6.33
Ola Solbakken ,24,0.6,0.563636364,0,0,1,1,0,0,7,7,504,1,2,2,0,0.6,72.4,0.3,0,6.32
Benjamin Tahirovic ,20,0.38,0.563636364,0,0,1,0,1,0,4,7,352,0,0,1,0,0,86.7,0.5,0,6.26
Andrea Belotti ,29,0.5,0.509090909,1,0,0,0,0,0,11,20,1135,0,2,0,0,0.6,68.2,1.2,0,6.25
Filippo Missori ,19,0.52,0.563636364,0,0,0,0,0,1,2,1,181,0,0,1,0,0,75,0.7,0,6.22
Nicolo Zaniolo ,24,0.68,0.636363636,1,0,1,1,1,0,12,1,898,1,0,4,0,2.2,69.5,0.4,0,6.21
Marash Kumbulla ,23,0.7,0.618181818,0,0,0,0,1,1,5,2,263,0,0,1,1,0.1,87.2,1,0,6.15
Jordan Majchrzak ,18,0.38,0.563636364,1,0,0,0,0,0,0,1,13,0,0,0,0,0,75,1,0,6.12
Niccolo Pisilli ,18,0.5,0.563636364,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
Guido Rodriguez ,29,0.58,0.654545455,0,0,1,0,1,1,33,1,2878,1,0,8,0,0.6,87.4,1.3,3,6.98
Felix Garreta ,19,0.38,0.563636364,0,0,0,0,0,1,1,0,90,0,0,0,0,0,87.2,1,0,6.9
Claudio Bravo ,40,0.56,0.654545455,0,1,0,0,0,0,12,0,1080,0,0,2,0,0,55,0.3,1,6.88
Ayoze Perez ,29,0.44,0.509090909,1,0,1,1,1,0,17,2,1395,3,1,3,0,1.8,81,0.4,1,6.87
Alex Moreno ,30,0.46,0.436363636,0,0,1,0,0,1,15,0,1350,0,3,1,0,0.9,77.4,0.6,0,6.83
Juan Miranda ,23,0.58,0.581818182,0,0,0,0,0,1,16,5,1475,3,2,1,1,1,76.8,1,2,6.81
Youssouf Sabaly ,30,0.36,0.418181818,0,0,1,0,0,1,19,4,1681,1,1,2,0,0.5,83.1,0.2,0,6.78
German Pezzella ,32,0.62,0.690909091,0,0,0,0,1,1,29,2,2515,0,0,4,3,0.3,86.4,2.4,2,6.74
William Carvalho ,31,0.62,0.709090909,0,0,1,0,1,0,31,2,2454,3,0,6,1,0.8,86.9,1,2,6.72
Sergio Canales ,32,0.4,0.381818182,0,0,1,0,1,0,28,3,2417,4,3,2,2,1.3,81.8,0.4,1,6.72
Rui Silva ,29,0.7,0.854545455,0,1,0,0,0,0,26,0,2340,0,0,2,0,0,63.4,0.3,1,6.7
Nabil Fekir ,29,0.34,0.509090909,1,0,1,1,1,0,12,3,970,2,2,5,1,1.7,84.7,0.5,0,6.69
Aitor Ruibal ,27,0.4,0.545454545,0,0,1,0,0,1,15,11,1451,0,0,4,1,0.6,78.3,0.6,2,6.68
Luiz Felipe ,26,0.62,0.654545455,0,0,0,0,1,1,22,1,1769,0,0,3,3,0.1,85.5,1.3,0,6.65
Luiz Henrique ,22,0.5,0.6,0,0,1,1,0,0,21,12,1816,1,3,6,0,1.3,76.3,0.8,2,6.64
Borja Iglesias ,30,0.62,0.763636364,1,0,0,0,0,0,29,6,2385,15,3,2,1,1.8,76,0.7,2,6.63
Martin Montoya ,32,0.38,0.527272727,0,0,1,0,0,1,6,0,456,0,0,1,0,0.2,81,1.5,0,6.59
Edgar Gonzalez ,26,0.74,0.618181818,0,0,1,0,1,1,18,7,1770,0,0,4,2,0.4,89.1,2,0,6.58
Rodri ,23,0.24,0.327272727,0,0,1,1,1,0,19,11,1610,2,3,0,0,0.5,89.9,0.1,1,6.57
Andres Guardado ,36,0.26,0.290909091,0,0,1,0,1,1,16,10,1376,1,1,7,0,0.3,85.2,0.7,0,6.51
Victor Ruiz ,34,0.56,0.927272727,0,0,0,0,1,1,5,5,557,0,0,0,0,0.1,85.2,1.7,0,6.48
Paul Akouokou ,25,0.5,0.436363636,0,0,1,0,1,1,3,9,442,0,0,3,0,0.3,93.5,0.5,0,6.45
Rober ,22,0.34,0.327272727,1,0,0,0,0,0,0,2,52,0,0,1,0,0,95.8,0,0,6.35
Juanmi ,30,0.32,0.454545455,1,0,1,1,1,0,9,13,922,4,0,3,0,0.8,84.6,0.4,1,6.33
Joaquin ,41,0.46,0.563636364,1,0,1,0,1,0,2,20,471,0,2,2,0,0.4,85.1,0,0,6.31
Juan Cruz ,23,0.42,0.509090909,0,0,1,0,0,0,1,5,174,1,0,1,0,0.8,75.8,0.2,0,6.3
Willian Jose ,31,0.66,0.890909091,1,0,0,0,0,0,6,22,715,2,1,1,0,0.8,78.6,0.6,0,6.21
Abner ,23,0.52,0.563636364,0,0,1,0,0,1,7,6,606,0,0,2,0,0.4,76.4,0.7,0,6.21
Loren Moron ,29,0.64,0.4,1,0,0,0,0,0,0,2,13,0,0,1,0,0,75,0,0,6.06
Fran Delgado ,21,0.42,0.327272727,0,0,0,0,0,1,0,1,11,0,0,0,0,0,100,0,0,6.04
Vincenzo Grifo ,30,0.48,0.581818182,0,0,1,1,1,0,30,3,2427,15,5,2,0,2,78.8,0.5,5,7.26
Michael Gregoritsch ,29,0.74,0.854545455,1,0,1,1,1,0,27,3,2173,10,4,6,0,2.2,56.6,4.7,5,7.11
Matthias Ginter ,29,0.66,0.763636364,0,0,1,0,1,1,34,0,3060,4,1,3,0,0.6,82.9,3.5,1,6.95
Ritsu Doan ,25,0.32,0.472727273,1,0,1,1,1,0,30,3,2445,5,4,3,0,1.7,72.2,0.3,0,6.9
Lucas Holer ,28,0.56,0.709090909,1,0,1,1,1,0,16,10,1508,5,2,1,0,1.2,66.3,2.7,2,6.84
Philipp Lienhart ,26,0.66,0.709090909,0,0,0,0,1,1,27,2,2498,1,0,3,0,0.6,85.4,2.2,1,6.81
Lukas Kubler ,30,0.52,0.545454545,0,0,1,0,1,1,19,3,1648,2,1,1,0,0.4,70.1,1.1,0,6.81
Mark Flekken ,30,0.78,0.781818182,0,1,0,0,0,0,34,0,3060,0,0,0,0,0,68.5,0.2,2,6.8
Nicolas Hofler ,33,0.5,0.636363636,0,0,1,0,1,1,32,0,2822,0,1,9,1,0.7,83.2,2.2,1,6.79
Maximilian Eggestein ,26,0.5,0.563636364,0,0,1,0,1,0,27,4,2459,1,2,6,0,0.5,77.5,1.9,0,6.68
Christian Gunter ,30,0.56,0.709090909,0,0,1,0,0,1,31,2,2749,1,4,5,0,0.8,76.3,0.4,1,6.65
Roland Sallai ,26,0.54,0.563636364,1,0,1,0,1,0,10,9,1003,1,3,6,0,1.7,74.5,1.1,1,6.64
Kenneth Schmidt ,21,0.6,0.672727273,0,0,0,0,0,1,3,2,252,0,0,1,0,0,89.3,0.8,0,6.49
Kiliann Sildillia ,21,0.6,0.581818182,0,0,1,0,1,1,23,4,1977,0,2,2,1,0.4,74.1,1.6,0,6.43
Manuel Gulde ,32,0.56,0.654545455,0,0,0,0,1,1,8,7,641,1,0,2,0,0.1,83.2,1.5,0,6.37
Kevin Schade ,21,0.54,0.545454545,0,0,1,1,0,0,1,7,175,1,0,0,0,0.5,50,2.1,0,6.33
Noah Weisshaupt ,21,0.5,0.509090909,0,0,1,0,0,0,3,15,419,0,1,0,0,0.1,73.4,0.2,0,6.32
Keven Schlotterbeck ,26,0.66,0.727272727,0,0,0,0,1,1,0,2,12,0,0,0,0,0,100,1,0,6.32
Merlin Rohl ,20,0.72,0.563636364,0,0,1,0,1,0,0,3,54,0,1,0,0,0,72.2,0.3,0,6.3
Daniel-Kofi Kyereh ,27,0.46,0.545454545,1,0,1,1,1,0,7,5,564,2,0,2,0,0.9,77.5,0.6,0,6.29
Yannik Keitel ,23,0.6,0.745454545,0,0,1,0,1,1,8,14,678,0,2,4,0,0.2,78.4,0.6,0,6.28
Jeong Woo-Yeong ,23,0.46,0.509090909,1,0,1,1,1,0,4,22,641,1,1,2,0,0.5,80.8,0.1,0,6.2
Hugo Siquet ,20,0.48,0.472727273,0,0,1,0,0,1,0,2,15,0,0,0,0,0,80,0.5,0,6.2
Nils Petersen ,34,0.64,0.727272727,1,0,0,0,0,0,0,27,257,1,0,1,0,0.3,44.6,0.5,0,6.1
Kimberly Ezekwem ,22,0.62,0.581818182,0,0,0,0,0,1,0,1,7,0,0,0,0,0,71.4,0,0,5.98
Jonathan Schmid ,33,0.46,0.636363636,0,0,1,0,1,1,0,3,38,0,0,0,0,0.3,90.9,0,0,5.97
Robert Wagner ,19,0.5,0.654545455,0,0,1,0,0,0,0,4,36,0,0,1,0,0.5,46.7,0.5,0,5.97
Victor Boniface ,22,0.66,0.745454545,1,0,0,0,0,0,9,1,780,6,1,0,0,2.5,70,1.6,1,7.42
Teddy Teuma ,29,0.4,0.509090909,0,0,1,1,1,0,9,0,776,3,4,2,0,0.7,80.3,0.3,2,7.33
Loic Lapoussin ,27,0.5,0.472727273,0,0,1,0,1,1,8,2,740,1,4,2,0,0.7,83.5,0.1,1,7.18
Bart Nieuwkoop ,27,0.5,0.563636364,0,0,1,0,0,1,9,0,803,0,2,1,0,0.7,66.9,2.1,0,7.07
Christian Burgess ,31,0.8,0.727272727,0,0,0,0,1,1,10,0,856,1,1,1,0,0.3,87,3.8,0,6.95
Lazare Amani ,25,0.32,0.363636364,0,0,1,1,1,0,9,0,699,2,2,1,0,0.9,74.5,0.2,1,6.8
Siebe Van der Heyden ,25,0.58,0.581818182,0,0,0,0,1,1,8,0,720,0,0,3,0,0.3,86.6,2.5,0,6.78
Yorbe Vertessen ,22,0.4,0.490909091,1,0,0,0,0,0,3,0,187,1,1,1,0,0.7,73.7,0.7,0,6.77
Koki Machida ,25,0.68,0.654545455,0,0,0,0,1,1,1,0,90,0,0,0,0,1,88.7,2,0,6.66
Anthony Moris ,33,0.6,0.563636364,0,1,0,0,0,0,10,0,900,0,0,2,0,0,67.1,0.4,0,6.62
Ismael Kandouss ,25,0.72,0.709090909,0,0,0,0,1,1,10,0,831,0,0,0,0,0.5,85.9,2.3,0,6.61
Dante Vanzeir ,25,0.38,0.436363636,1,0,0,0,0,0,5,0,399,1,0,1,0,1.4,71,0.4,0,6.55
Casper Terho ,20,0.38,0.563636364,1,0,0,0,0,0,0,2,46,1,0,0,0,0.5,66.7,0,0,6.53
Senne Lynen ,24,0.58,0.654545455,0,0,1,0,1,0,10,0,890,1,0,2,0,0.7,82.6,0.5,0,6.52
Simon Adingra ,21,0.38,0.436363636,1,0,1,0,0,0,3,6,411,0,3,1,0,1.2,74.4,0.2,0,6.5
Jose Rodriguez ,28,0.48,0.509090909,0,0,1,0,1,1,1,2,97,0,0,1,0,0,93,0,0,6.34
Gustaf Nilsson ,26,0.8,0.618181818,1,0,0,0,0,0,1,8,167,2,0,1,0,0.8,63.8,0.3,1,6.33
Ross Sykes ,24,0.8,0.527272727,0,0,0,0,1,1,1,2,92,0,0,0,0,0,77.9,2,0,6.28
Cameron Puertas ,24,0.44,0.545454545,0,0,1,0,1,0,0,7,123,0,0,1,0,0.6,76,0.1,0,6.27
Oussama El Azzouzi ,22,0.66,0.618181818,0,0,1,0,1,0,1,6,143,0,0,0,0,0.3,87.7,0.4,0,6.27
Dennis-Yerai Eckert Ayensa ,26,0.52,0.654545455,1,0,0,0,0,0,1,2,86,0,0,1,0,0.7,94.1,1,0,6.23
Guillaume Francois ,33,0.36,0.545454545,0,0,1,0,0,0,1,2,75,0,0,0,0,0,76.3,0.3,0,6.23
Bruno Fernandes ,28,0.46,0.454545455,0,0,1,0,1,0,37,0,3320,8,8,6,0,2.5,77.7,0.5,6,7.44
Casemiro ,31,0.58,0.727272727,0,0,1,0,1,1,24,4,2126,4,3,7,2,1.2,78.5,2,5,7.17
Marcus Rashford ,25,0.48,0.472727273,1,0,1,1,1,0,32,3,2890,17,5,2,0,3.1,78.7,0.6,6,7.08
Diogo Dalot ,24,0.54,0.581818182,0,0,1,0,0,1,24,2,2155,1,2,6,0,0.8,80.5,1.5,2,6.96
Aaron Wan-Bissaka ,25,0.54,0.509090909,0,0,1,0,0,1,16,3,1436,0,0,2,0,0.5,83.5,0.7,0,6.93
Luke Shaw ,27,0.58,0.563636364,0,0,1,0,1,1,30,1,2558,1,2,8,0,0.5,86,1.5,1,6.9
Lisandro Martinez ,25,0.38,0.6,0,0,1,0,1,1,24,3,2117,1,0,6,0,0.4,87.3,1.2,0,6.84
Jadon Sancho ,23,0.48,0.581818182,0,0,1,1,1,0,21,5,1699,6,3,0,0,0.8,85,0.1,0,6.82
Antony ,23,0.36,0.345454545,0,0,1,1,0,0,23,2,1819,4,2,5,0,2.9,82.2,0.2,1,6.82
Victor Lindelof ,28,0.62,0.654545455,0,0,0,0,1,1,14,6,1361,0,0,1,0,0.2,93.2,1.7,0,6.7
Christian Eriksen ,31,0.52,0.581818182,1,0,1,0,1,0,25,3,2062,1,8,3,0,1.4,84.6,0.3,1,6.7
David de Gea ,32,0.72,0.581818182,0,1,0,0,0,0,38,0,3420,0,0,0,0,0,68.3,0.1,1,6.67
Raphael Varane ,30,0.7,0.672727273,0,0,0,0,1,1,22,2,1917,0,0,1,0,0.3,86.5,1.8,0,6.64
Marcel Sabitzer ,29,0.44,0.581818182,1,0,1,0,1,0,7,4,628,0,1,1,0,1,79.1,1.2,0,6.64
Tyrell Malacia ,23,0.28,0.418181818,0,0,0,0,0,1,14,8,1395,0,0,6,0,0.2,87.4,0.4,0,6.64
Anthony Martial ,27,0.5,0.581818182,1,0,1,1,0,0,11,10,980,6,2,0,0,1.3,81.6,0.5,0,6.59
Harry Maguire ,30,0.76,0.836363636,0,0,0,0,1,1,8,8,762,0,0,4,0,0.2,85.4,1.6,0,6.59
Scott McTominay ,26,0.74,0.8,0,0,1,0,1,1,10,14,1151,1,0,8,0,0.5,82.9,1.4,1,6.55
Fred ,30,0.26,0.363636364,0,0,1,0,1,0,12,23,1235,2,2,6,0,0.7,80.7,0.3,0,6.48
Cristiano Ronaldo ,38,0.62,0.709090909,1,0,1,0,0,0,4,6,520,1,0,2,0,2.5,76.6,1.5,1,6.39
Wout Weghorst ,30,0.82,0.727272727,1,0,0,0,0,0,10,7,797,0,1,1,0,0.8,72.9,0.9,0,6.38
Alejandro Garnacho ,19,0.48,0.654545455,0,0,1,1,0,0,5,14,563,3,2,3,0,1.3,81.1,0.2,0,6.35
Anthony Elanga ,21,0.44,0.472727273,0,0,1,1,0,0,5,11,424,0,1,0,0,0.6,76,0.5,0,6.26
Donny van de Beek ,26,0.56,0.581818182,0,0,1,0,1,0,2,5,166,0,0,0,0,0.3,78,0.4,0,6.18
Facundo Pellistri ,21,0.38,0.454545455,0,0,1,1,0,0,0,4,60,0,0,0,0,0,93.3,0,0,6.18
Kobbie Mainoo ,18,0.38,0.563636364,0,0,1,0,0,0,0,1,10,0,0,0,0,0,87.5,0,0,6.11
Cody Gakpo ,24,0.74,0.581818182,1,0,1,1,1,0,14,0,1127,9,12,0,0,3.6,76.5,1.1,7,8.5
Xavi Simons ,20,0.46,0.254545455,1,0,1,1,1,0,34,0,2820,19,8,2,0,2.7,82.3,1.1,8,7.7
Joey Veerman ,24,0.58,0.563636364,0,0,1,0,1,0,30,3,2492,4,10,1,0,1.8,83.9,0.7,4,7.49
Luuk de Jong ,32,0.64,0.763636364,1,0,1,1,1,0,23,1,1757,14,4,3,0,2.6,69,4.4,1,7.39
Noni Madueke ,21,0.4,0.563636364,1,0,1,1,0,0,2,3,278,1,0,2,0,3.4,82.5,0.2,0,7.3
Johan Bakayoko ,20,0.46,0.563636364,0,0,1,1,0,0,17,6,1384,5,5,4,0,2,83.1,0.6,1,7.22
Ki-Jana Hoever ,21,0.48,0.381818182,0,0,1,0,0,1,2,3,210,0,2,0,0,0.8,80.9,0.2,0,7.21
Ibrahim Sangare ,25,0.7,0.6,0,0,1,0,1,1,26,3,2304,5,1,5,0,1.3,84.3,1.4,1,7.13
Patrick van Aanholt ,32,0.4,0.545454545,0,0,1,0,0,1,13,2,1180,1,2,1,0,0.7,85,0.5,0,6.81
Armando Obispo ,24,0.58,0.636363636,0,0,0,0,1,1,21,1,1726,2,1,1,1,0.8,85.7,2.5,0,6.8
Jarrad Branthwaite ,21,0.78,0.418181818,0,0,0,0,1,1,21,6,1988,2,1,2,0,0.7,87.2,2.3,0,6.8
Jordan Teze ,23,0.54,0.436363636,0,0,0,0,1,1,23,4,2019,0,3,2,0,0.6,85.9,0.6,0,6.79
Anwar El Ghazi ,28,0.66,0.836363636,1,0,1,1,0,0,12,11,1186,8,0,2,1,1.7,74.3,1,0,6.76
Fabio Silva ,20,0.58,0.563636364,1,0,1,1,0,0,5,9,600,4,1,3,0,1.4,71.2,0.8,0,6.75
Guus Til ,25,0.6,0.618181818,1,0,1,1,1,0,19,11,1762,9,3,4,0,1.7,78.5,0.6,3,6.73
Erick Gutierrez ,28,0.4,0.527272727,0,0,1,0,1,1,13,17,1454,2,2,4,0,0.6,86.1,1.2,2,6.68
Walter Benitez ,30,0.7,0.854545455,0,1,0,0,0,0,30,0,2700,0,0,2,0,0,70,0.2,0,6.67
Phillipp Mwene ,29,0.28,0.4,0,0,1,0,0,1,19,6,1691,0,1,1,0,0.4,83.6,0.6,0,6.65
Andre Ramalho ,31,0.52,0.618181818,0,0,1,0,1,1,20,8,1832,0,0,2,0,0.5,87.4,2,0,6.61
Fredrik Oppegard ,20,0.38,0.563636364,0,0,0,0,0,1,1,2,157,0,0,0,0,0.3,86.7,0.7,0,6.56
Philipp Max ,29,0.42,0.6,0,0,1,0,0,1,12,2,1023,0,2,3,0,0.3,87.2,0.4,0,6.54
Thorgan Hazard ,30,0.38,0.490909091,1,0,1,0,1,0,1,8,238,1,0,1,0,0.6,82.9,0.2,0,6.48
Joel Drommel ,26,0.72,0.618181818,0,1,0,0,0,0,4,0,360,0,0,0,0,0,62.9,0,0,6.47
Savio ,19,0.46,0.4,1,0,0,0,0,0,0,6,97,0,2,0,0,0.2,73.9,0,0,6.47
Carlos Vinicius ,28,0.68,0.763636364,1,0,0,0,0,0,0,1,45,0,0,0,0,1,75,0,0,6.45
Olivier Boscagli ,25,0.5,0.436363636,0,0,1,0,1,1,2,5,215,1,1,0,0,0.1,84.1,0.3,0,6.44
Mauro Junior ,24,0.3,0.327272727,0,0,1,0,1,1,3,3,271,0,0,0,1,0.5,84.3,0.3,0,6.42
Ismael Saibari ,22,0.58,0.563636364,0,0,1,1,0,0,5,12,411,0,2,0,0,1.1,82.7,0.1,0,6.4
Richard Ledezma ,22,0.34,0.472727273,0,0,1,1,1,0,2,6,131,0,0,1,0,0,88.9,0.1,0,6.22
Yorbe Vertessen ,22,0.4,0.490909091,1,0,0,0,0,0,1,7,149,0,0,0,0,0.4,67.5,0.4,0,6.12
Fode Fofana ,20,0.62,0.563636364,1,0,0,0,0,0,0,1,14,0,0,0,0,0,50,0,0,6.07
Marco van Ginkel ,30,0.48,0.418181818,0,0,1,0,1,0,0,1,5,0,0,0,0,0,100,0,0,6.01
Boy Waterman ,39,0.64,0.654545455,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6
Kennedy Boateng ,26,0.7,0.618181818,0,0,0,0,1,1,26,0,2316,3,0,6,1,0.7,80.2,3.5,0,6.77
Gabriel Silva ,21,0.38,0.490909091,1,0,1,1,0,0,24,9,2196,5,2,5,0,1.9,62.9,0.6,2,6.64
Pierre Sagna ,32,0.54,0.527272727,0,0,1,0,0,1,23,1,1775,0,1,5,1,0.3,74.4,1.4,2,6.6
Cristian Tassano ,26,0.58,0.654545455,0,0,0,0,1,1,11,2,1055,1,0,4,1,0.8,85.4,1.3,0,6.6
Marco Pereira ,36,0.56,0.654545455,0,1,0,0,0,0,8,0,720,0,0,1,0,0,70,0.1,1,6.58
Gabriel Batista ,25,0.64,0.618181818,0,1,0,0,0,0,26,0,2340,0,0,2,0,0,58.4,0.2,1,6.55
Bruno Jordao ,24,0.48,0.527272727,0,0,1,0,1,1,9,2,847,1,0,4,0,1.2,81.3,0.4,1,6.52
Matheus Babi ,25,0.7,0.618181818,1,0,0,0,0,0,15,11,1362,5,1,6,0,1.3,63,2.6,1,6.48
Victor Bobsin ,23,0.56,0.563636364,0,0,1,0,1,1,18,6,1609,0,1,8,0,0.5,78.2,1,0,6.46
Adriano ,23,0.6,0.636363636,0,0,1,0,1,1,27,4,2221,1,1,8,0,0.3,81.6,0.3,1,6.45
Paulo Henrique ,26,0.52,0.581818182,0,0,0,0,0,1,17,2,1428,0,1,6,1,0.4,74.4,2.4,0,6.45
Ygor Nogueira ,28,0.62,0.690909091,0,0,0,0,1,1,12,0,1022,1,0,4,1,0.9,81,2.3,0,6.41
Anderson Carvalho ,33,0.36,0.545454545,0,0,1,0,1,0,5,6,491,0,0,4,0,0.6,73.3,0.4,0,6.38
Italo ,21,0.38,0.563636364,0,0,0,0,1,1,12,0,1072,0,0,1,0,0.3,79.1,1.8,0,6.38
MT ,22,0.58,0.563636364,0,0,0,0,0,1,13,7,1136,0,0,4,0,0.7,73.5,1.2,0,6.37
Bruno Almeida ,26,0.32,0.4,0,0,1,1,1,0,17,5,1271,1,3,2,1,1.4,69,0.1,2,6.37
Nanu ,29,0.42,0.454545455,0,0,1,0,0,1,5,6,572,0,1,0,0,0.2,82.2,0.5,0,6.36
Ricardinho ,24,0.44,0.563636364,0,0,1,1,1,0,21,4,1814,0,3,5,1,0.8,75.2,0.2,0,6.36
